Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2003,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,93.5783004760742
Philippines,PHL,2000,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,94.4582595825195
Philippines,PHL,1994,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,95.8155212402344
Philippines,PHL,1990,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,96.2767333984375
Philippines,PHL,1980,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,91.0633087158203
Philippines,PHL,2019,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,96.8524322509766
Philippines,PHL,2015,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,98.2417526245117
Philippines,PHL,2013,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,96.7873611450195
Philippines,PHL,2008,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,95.8256301879883
Philippines,PHL,2003,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.5645294189453
Philippines,PHL,2000,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92.6549072265625
Philippines,PHL,1994,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.5386505126953
Philippines,PHL,1990,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.1807174682617
Philippines,PHL,1980,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,82.7621536254883
Philippines,PHL,2019,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.7057266235352
Philippines,PHL,2015,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98.1232528686523
Philippines,PHL,2013,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,96.0083389282227
Philippines,PHL,2008,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.0121307373047
Philippines,PHL,2003,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,91.6344909667969
Philippines,PHL,2000,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,92.5449981689453
Philippines,PHL,1994,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.3028564453125
Philippines,PHL,1990,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.9716873168945
Philippines,PHL,1980,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,83.889289855957
Philippines,PHL,2021,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976957738399506
Philippines,PHL,2020,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976088404655457
Philippines,PHL,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970158874988556
Philippines,PHL,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.962437927722931
Philippines,PHL,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.964394211769104
Philippines,PHL,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.966678142547607
Philippines,PHL,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970080018043518
Philippines,PHL,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.979579985141754
Philippines,PHL,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.988849997520447
Philippines,PHL,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990239977836609
Philippines,PHL,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.987600028514862
Philippines,PHL,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.987290024757385
Philippines,PHL,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.989719986915588
Philippines,PHL,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.986710011959076
Philippines,PHL,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.988359987735748
Philippines,PHL,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.992160022258759
Philippines,PHL,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00199997425079
Philippines,PHL,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0020899772644
Philippines,PHL,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99524998664856
Philippines,PHL,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00152003765106
Philippines,PHL,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.982370018959045
Philippines,PHL,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994310021400452
Philippines,PHL,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02447998523712
Philippines,PHL,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.998740017414093
Philippines,PHL,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.997789978981018
Philippines,PHL,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.993770003318787
Philippines,PHL,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.982400000095367
Philippines,PHL,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01347994804382
Philippines,PHL,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01374995708466
Philippines,PHL,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.983609974384308
Philippines,PHL,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00069999694824
Philippines,PHL,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9998499751091
Philippines,PHL,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996800005435944
Philippines,PHL,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994369983673096
Philippines,PHL,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996749997138977
Philippines,PHL,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990230023860931
Philippines,PHL,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.06984996795654
Philippines,PHL,2021,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02612137794495
Philippines,PHL,2020,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0238698720932
Philippines,PHL,2019,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02519476413727
Philippines,PHL,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02580893039703
Philippines,PHL,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01848995685577
Philippines,PHL,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00882005691528
Philippines,PHL,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00727999210358
Philippines,PHL,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01531004905701
Philippines,PHL,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01779997348785
Philippines,PHL,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02131998538971
Philippines,PHL,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02347004413605
Philippines,PHL,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0278400182724
Philippines,PHL,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03018999099731
Philippines,PHL,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02566003799438
Philippines,PHL,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02481997013092
Philippines,PHL,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02637994289398
Philippines,PHL,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03031003475189
Philippines,PHL,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02874994277954
Philippines,PHL,1998,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02400994300842
Philippines,PHL,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.99769002199173
Philippines,PHL,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00805997848511
Philippines,PHL,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00854003429413
Philippines,PHL,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998730003833771
Philippines,PHL,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01329004764557
Philippines,PHL,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01971995830536
Philippines,PHL,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01706004142761
Philippines,PHL,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02110004425049
Philippines,PHL,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02216005325317
Philippines,PHL,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03883004188538
Philippines,PHL,2021,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.07713508605957
Philippines,PHL,2020,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.07524430751801
Philippines,PHL,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08543932437897
Philippines,PHL,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10029077529907
Philippines,PHL,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10588002204895
Philippines,PHL,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09294998645782
Philippines,PHL,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0835599899292
Philippines,PHL,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09082996845245
Philippines,PHL,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08143997192383
Philippines,PHL,2008,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09035003185272
Philippines,PHL,2007,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10271000862122
Philippines,PHL,2006,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.11713004112244
Philippines,PHL,2005,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.11915004253387
Philippines,PHL,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.11131000518799
Philippines,PHL,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10776996612549
Philippines,PHL,2002,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10661995410919
Philippines,PHL,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10132002830505
Philippines,PHL,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0980099439621
Philippines,PHL,1998,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09865999221802
Philippines,PHL,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.03805005550385
Philippines,PHL,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.993130028247833
Philippines,PHL,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.993600010871887
Philippines,PHL,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.03979003429413
Philippines,PHL,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04824995994568
Philippines,PHL,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.07368004322052
Philippines,PHL,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0738799571991
Philippines,PHL,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09886002540588
Philippines,PHL,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09922003746033
Philippines,PHL,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.19352996349335
Philippines,PHL,2021,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.26799333095551
Philippines,PHL,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.22544777393341
Philippines,PHL,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.23641157150269
Philippines,PHL,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.23971199989319
Philippines,PHL,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.23855078220367
Philippines,PHL,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.2296736240387
Philippines,PHL,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.23004853725433
Philippines,PHL,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.21905362606049
Philippines,PHL,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.20646858215332
Philippines,PHL,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.18551874160767
Philippines,PHL,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19226348400116
Philippines,PHL,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19988000392914
Philippines,PHL,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19008994102478
Philippines,PHL,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19507002830505
Philippines,PHL,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19746994972229
Philippines,PHL,2005,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.18687999248505
Philippines,PHL,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.21745002269745
Philippines,PHL,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.22025001049042
Philippines,PHL,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.23006999492645
Philippines,PHL,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.09140002727509
Philippines,PHL,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.21026003360748
Philippines,PHL,1998,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.24574995040894
Philippines,PHL,1996,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.26519000530243
Philippines,PHL,1995,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.27234995365143
Philippines,PHL,1992,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.32948005199432
Philippines,PHL,1982,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.16785001754761
Philippines,PHL,1981,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.16558003425598
Philippines,PHL,1980,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.15155005455017
Philippines,PHL,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.1513899564743
Philippines,PHL,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.22187995910645
Philippines,PHL,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.242840051651
Philippines,PHL,2021,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,89.6743850708008
Philippines,PHL,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,87.0182418823242
Philippines,PHL,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,104.446243286133
Philippines,PHL,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,98.1324081420898
Philippines,PHL,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,78.9738311767578
Philippines,PHL,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,94.7261199951172
Philippines,PHL,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,99.7687759399414
Philippines,PHL,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,104.638526916504
Philippines,PHL,2013,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,102.562599182129
Philippines,PHL,2012,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,98.8068695068359
Philippines,PHL,2009,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,54.3745803833008
Philippines,PHL,2008,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,46.5407485961914
Philippines,PHL,2007,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,44.5335502624512
Philippines,PHL,2006,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,42.1535491943359
Philippines,PHL,2005,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,37.9816703796387
Philippines,PHL,2004,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,37.3817901611328
Philippines,PHL,2003,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,36.6103286743164
Philippines,PHL,2002,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,31.9842700958252
Philippines,PHL,2001,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.6543502807617
Philippines,PHL,1999,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,30.4565296173096
Philippines,PHL,1998,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.6442604064941
Philippines,PHL,1997,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.3717308044434
Philippines,PHL,1996,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.742919921875
Philippines,PHL,1995,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,30.0945796966553
Philippines,PHL,1994,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,25.7553596496582
Philippines,PHL,1993,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,23.9573307037354
Philippines,PHL,1992,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,22.3813209533691
Philippines,PHL,1991,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,23.7072601318359
Philippines,PHL,1989,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,13.3043603897095
Philippines,PHL,1987,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,13.2104196548462
Philippines,PHL,1986,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,12.9488697052002
Philippines,PHL,1984,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,12.4250898361206
Philippines,PHL,1983,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.0370197296143
Philippines,PHL,1982,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.2924604415894
Philippines,PHL,1972,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,4.6889500617981
Philippines,PHL,2021,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,90.7467803955078
Philippines,PHL,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,90.8194198608398
Philippines,PHL,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,105.72811126709
Philippines,PHL,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,101.424903869629
Philippines,PHL,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,82.3405532836914
Philippines,PHL,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,95.5958633422852
Philippines,PHL,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,100.316467285156
Philippines,PHL,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,104.111068725586
Philippines,PHL,2013,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,101.31413269043
Philippines,PHL,2012,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,96.8927841186523
Philippines,PHL,2009,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,52.6674499511719
Philippines,PHL,2008,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,45.0150985717773
Philippines,PHL,2007,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,43.1149215698242
Philippines,PHL,2006,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,41.1059303283691
Philippines,PHL,2005,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,36.6608009338379
Philippines,PHL,2004,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,35.9134712219238
